Gene,Avg_TPM_Without_Neo,Avg_TPM_With_Neo,Ratio_Without_With,Log2_Ratio,,,,,,,,,,
ZKSCAN5,21.75,26,1.195402299,0.257496223,0.077514087,,,,,,,,,
ZNF397,41.80555556,50,1.196013289,0.258233421,0.077736005,,,,,,,,,
SNAPC4,38.02857143,45.5,1.19646882,0.258782802,0.077901386,,,,,,,,,
PAK2,124.5277778,149,1.196520187,0.258844739,0.07792003,,,,,,,,,
MED17,3.342857143,4,1.196581196,0.258918298,0.077942174,,,,,,,,,
UBA6,37.39393939,44.75,1.19671799,0.259083219,0.07799182,,,,,,,,,
GOSR1,30.91666667,37,1.196765499,0.259140491,0.07800906,,,,,,,,,
ABCD1,11.69444444,14,1.197149644,0.259603502,0.078148441,,,,,,,,,
PHTF2,51.77777778,62,1.197424893,0.259935168,0.078248282,,,,,,,,,
ZNF596,3.674285714,4.4,1.197511664,0.260039709,0.078279752,,,,,,,,,
AVL9,32.55555556,39,1.197952218,0.260570367,0.078439496,,,,,,,,,
CUL9,20.86111111,25,1.19840213,0.261112095,0.078602572,,,,,,,,,
WDR48,30.02777778,36,1.198889917,0.261699196,0.078779308,,,,,,,,,
POLR3C,64.22222222,77,1.198961938,0.261785861,0.078805396,,,,,,,,,
NRF1,33.36111111,40,1.199000833,0.261832662,0.078819485,,,,,,,,,
RTTN,10.5,12.6,1.2,0.263034407,0.079181246,,,,,,,,,
SIPA1L1,17.5,21,1.2,0.263034407,0.079181246,,,,,,,,,
SLC13A4,1.663888889,2,1.202003338,0.265440904,0.079905674,,,,,,,,,
KBTBD8,7.9,9.5,1.202531645,0.266074861,0.080096514,,,,,,,,,
MRPL11,79.77777778,96,1.203342618,0.26704747,0.080389298,,,,,,,,,
ZNF415,9.140625,11,1.203418803,0.267138805,0.080416793,,,,,,,,,
SPRY3,1.661111111,2,1.204013377,0.267851422,0.080631312,,,,,,,,,
CSGALNACT2,33.22222222,40,1.204013378,0.267851423,0.080631312,,,,,,,,,
ANKRD12,21.58823529,26,1.204359673,0.268266308,0.080756205,,,,,,,,,
FAM200B,27.4,33,1.204379562,0.268290132,0.080763377,,,,,,,,,
IMPA1,59.77777778,72,1.204460967,0.268387642,0.08079273,,,,,,,,,
BECN1,34.02777778,41,1.204897959,0.268910973,0.080950269,,,,,,,,,
UBE4B,53.91666667,65,1.205564142,0.269708413,0.081190322,,,,,,,,,
ITPR1,1.658064516,2,1.20622568,0.270499856,0.08142857,,,,,,,,,
MPDZ,35.22857143,42.5,1.206407137,0.27071687,0.081493898,,,,,,,,,
TMEM248,89.5,108,1.206703911,0.271071726,0.08160072,,,,,,,,,
AADAC,0.745454545,0.9,1.207317072,0.271804615,0.081821342,,,,,,,,,
CHMP4A,4.138888889,5,1.208053691,0.272684577,0.082086237,,,,,,,,,
MSANTD4,31.44722222,38,1.208373819,0.273066832,0.082201307,,,,,,,,,
TTBK2,11.58333333,14,1.208633093,0.273376351,0.082294481,,,,,,,,,
AP1G1,49.61111111,60,1.209406495,0.274299233,0.082572297,,,,,,,,,
UBR2,31.41666667,38,1.209549072,0.274469302,0.082623492,,,,,,,,,
PDCD11,62,75,1.209677419,0.274622381,0.082669574,,,,,,,,,
PAXBP1,80.16666667,97,1.20997921,0.27498226,0.082777908,,,,,,,,,
ZSCAN21,18.97222222,23,1.212298682,0.27774519,0.083609633,,,,,,,,,
C15orf39,18.14285714,22,1.212598425,0.278101855,0.083717,,,,,,,,,
RAD21,385.6470588,467.6666667,1.212680496,0.278199496,0.083746393,,,,,,,,,
HEATR3,32.57142857,39.5,1.212719298,0.278245657,0.083760289,,,,,,,,,
AMPD3,9.891666667,12,1.213142376,0.278748878,0.083911773,,,,,,,,,
ZIC5,30.48235294,37,1.213817059,0.279551003,0.084153237,,,,,,,,,
TUBA1C,105.4444444,128,1.213909378,0.279660726,0.084186267,,,,,,,,,
ZNF784,18.94444444,23,1.214076246,0.27985903,0.084245962,,,,,,,,,
AMD1,64.62857143,78.5,1.214633068,0.280520553,0.0844451,,,,,,,,,
PURB,60.91666667,74,1.214774282,0.280688272,0.084495589,,,,,,,,,
MTO1,10.14705882,12.33333333,1.215458937,0.281501156,0.084740291,,,,,,,,,
ELAC1,10.69444444,13,1.215584415,0.281650085,0.084785124,,,,,,,,,
TRIM32,32.08333333,39,1.215584416,0.281650085,0.084785124,,,,,,,,,
NEDD4L,22.61290323,27.5,1.216119829,0.282285391,0.08497637,,,,,,,,,
IGLL1,0.205555556,0.25,1.21621621,0.282399725,0.085010788,,,,,,,,,
ZSCAN2,8.222222222,10,1.216216216,0.282399732,0.08501079,,,,,,,,,
TXNRD2,12.74285714,15.5,1.216367713,0.282579428,0.085064884,,,,,,,,,
STIP1,301.6111111,367,1.216798674,0.283090487,0.085218728,,,,,,,,,
VEGFC,2.464516129,3,1.217277486,0.283658079,0.08538959,,,,,,,,,
NT5DC4,0.164285714,0.2,1.217391297,0.283792958,0.085430193,,,,,,,,,
CAMSAP1,70.22857143,85.5,1.217453214,0.283866333,0.085452281,,,,,,,,,
SUGP1,30.38888889,37,1.217550274,0.283981345,0.085486903,,,,,,,,,
JMJD4,9.027777778,11,1.218461538,0.285060713,0.085811825,,,,,,,,,
CCDC82,12.71428571,15.5,1.219101123,0.285817803,0.086039732,,,,,,,,,
GOLGA8T,0.164,0.2,1.219512188,0.286304178,0.086186145,,,,,,,,,
TMEM230,149.1666667,182,1.220111732,0.28701327,0.086399603,,,,,,,,,
ZNF423,5.6125,6.85,1.220489978,0.287460449,0.086534217,,,,,,,,,
PPP2CB,88.47222222,108,1.220722135,0.287734848,0.08661682,,,,,,,,,
ZNF225,4.914285714,6,1.220930232,0.287980764,0.086690848,,,,,,,,,
NSL1,42.58333333,52,1.221135029,0.288222739,0.08676369,,,,,,,,,
URB2,48.27777778,59,1.222094361,0.289355685,0.08710474,,,,,,,,,
ERGIC3,94.48571429,115.5,1.222407015,0.289724729,0.087215834,,,,,,,,,
SUGT1,17.16666667,21,1.223300971,0.290779397,0.08753332,,,,,,,,,
SART3,76,93,1.223684211,0.291231299,0.087669356,,,,,,,,,
APAF1,24.48571429,30,1.225204201,0.29302222,0.088208477,,,,,,,,,
ZNF445,17.13888889,21,1.22528363,0.293115746,0.088236631,,,,,,,,,
ACO1,30.19444444,37,1.225390984,0.293242143,0.088274681,,,,,,,,,
LRRC7,5.34516129,6.55,1.225407362,0.293261426,0.088280485,,,,,,,,,
GAK,22,27,1.227272727,0.295455885,0.088941083,,,,,,,,,
MAST1,36.46060606,44.75,1.227352061,0.295549141,0.088969156,,,,,,,,,
ROCK2,37.88571429,46.5,1.227375566,0.295576769,0.088977473,,,,,,,,,
SLC44A1,39.91666667,49,1.227557411,0.2957905,0.089041813,,,,,,,,,
CROT,8.144444444,10,1.227830832,0.296111804,0.089138535,,,,,,,,,
FLNB,52.11111111,64,1.228144989,0.29648089,0.089249641,,,,,,,,,
CLNS1A,107.4722222,132,1.228224347,0.296574109,0.089277702,,,,,,,,,
CYB5R4,17.48571429,21.5,1.229575163,0.29815993,0.089755082,,,,,,,,,
SLC38A10,47.91666667,59,1.231304348,0.300187405,0.090365413,,,,,,,,,
UBC,471.8055556,581,1.231439505,0.300345758,0.090413082,,,,,,,,,
CTNNBL1,68.19444444,84,1.231771894,0.300735116,0.09053029,,,,,,,,,
HDX,4.865714286,6,1.233118027,0.302310894,0.091004647,,,,,,,,,
PTPRK,41.35151515,51,1.233328448,0.302557056,0.091078749,,,,,,,,,
TBC1D31,17.83333333,22,1.23364486,0.302927134,0.091190153,,,,,,,,,
C2orf16,2.026470588,2.5,1.233671988,0.302958859,0.091199704,,,,,,,,,
DPH1,18.91176471,23.33333333,1.233799896,0.303108431,0.091244729,,,,,,,,,
RHBDD1,13.77777778,17,1.233870968,0.303191533,0.091269746,,,,,,,,,
CTH,10.52777778,13,1.234828496,0.304310682,0.091606643,,,,,,,,,
ORAI1,19.82857143,24.5,1.235590778,0.30520101,0.091874658,,,,,,,,,
GPR6,4.853571429,6,1.23620309,0.305915778,0.092089825,,,,,,,,,
DUOX1,2.828571429,3.5,1.237373737,0.30728132,0.092500894,,,,,,,,,
TMEM182,5.657142857,7,1.237373737,0.30728132,0.092500894,,,,,,,,,
SEC16A,74.74285714,92.5,1.237576453,0.307517653,0.092572037,,,,,,,,,
CEP57L1,15.33333333,19,1.239130435,0.309328059,0.093117024,,,,,,,,,
GP1BA,3.227777778,4,1.239242685,0.309458744,0.093156364,,,,,,,,,
PDIA6,216.8055556,269,1.240743113,0.311204448,0.093681873,,,,,,,,,
EXOC3,39.20588235,48.66666667,1.241310328,0.311863835,0.093880369,,,,,,,,,
POM121C,26.58333333,33,1.24137931,0.311944007,0.093904503,,,,,,,,,
CDKN2AIP,44.25,55,1.242937853,0.313754165,0.094449414,,,,,,,,,
CLASRP,43.02857143,53.5,1.243359894,0.31424395,0.094596854,,,,,,,,,
WDR20,16.88888889,21,1.243421053,0.314314912,0.094618216,,,,,,,,,
ST6GALNAC6,0.562857143,0.7,1.24365482,0.314586118,0.094699857,,,,,,,,,
RCL1,29.75,37,1.243697479,0.314635603,0.094714754,,,,,,,,,
PATZ1,56.27777778,70,1.243830207,0.314789561,0.0947611,,,,,,,,,
IGFBP6,8.030555556,10,1.24524386,0.316428299,0.095254409,,,,,,,,,
FAM161A,26.5,33,1.245283019,0.316473666,0.095268066,,,,,,,,,
CCKAR,2.408695652,3,1.245487364,0.316710386,0.095339326,,,,,,,,,
MAP3K7,45.75,57,1.245901639,0.317190177,0.095483757,,,,,,,,,
BRD3,54.17142857,67.5,1.246044304,0.317355366,0.095533484,,,,,,,,,
SIRT1,40.91666667,51,1.246435845,0.31780863,0.09566993,,,,,,,,,
ARHGAP35,77.37142857,96.5,1.247230428,0.318728032,0.095946698,,,,,,,,,
SF3A2,127.3611111,159,1.248418757,0.320101939,0.096360285,,,,,,,,,
SCN3A,50.98529412,63.66666667,1.248726084,0.320457048,0.096467184,,,,,,,,,
ATP2B1,51.22857143,64,1.249302844,0.321123245,0.096667729,,,,,,,,,
RAB28,44.80555556,56,1.249845009,0.321749201,0.09685616,,,,,,,,,
ZNF728,1.6,2,1.249999999,0.321928095,0.096910013,,,,,,,,,
SLC38A9,6.4,8,1.25,0.321928096,0.096910013,,,,,,,,,
CEP135,16,20,1.25,0.321928096,0.096910013,,,,,,,,,
PPFIA2,11.99032258,15,1.251008878,0.323092029,0.097260392,,,,,,,,,
BRWD3,21.40625,26.8,1.251970803,0.324200919,0.097594201,,,,,,,,,
FOXRED2,57.88571429,72.5,1.252467917,0.324773649,0.09776661,,,,,,,,,
ATG2B,21.94285714,27.5,1.253255208,0.325680231,0.098039518,,,,,,,,,
ABCC1,51.45714286,64.5,1.253470294,0.325927808,0.098114046,,,,,,,,,
RELB,7.969444444,10,1.254792611,0.327448939,0.098571952,,,,,,,,,
CSNK1D,66.13888889,83,1.254934901,0.327612529,0.098621198,,,,,,,,,
WNT10A,1.673333333,2.1,1.254980079,0.327664465,0.098636832,,,,,,,,,
PELP1,63.72222222,80,1.255448997,0.328203421,0.098799074,,,,,,,,,
GNAS,356.8333333,448,1.25548809,0.328248344,0.098812597,,,,,,,,,
MEN1,62.51428571,78.5,1.25571298,0.328506744,0.098890383,,,,,,,,,
CCDC92,16.72222222,21,1.255813953,0.328622749,0.098925304,,,,,,,,,
TIGD5,10.74285714,13.5,1.256648936,0.329581668,0.099213968,,,,,,,,,
E2F3,74.75,94,1.257525084,0.330587179,0.099516657,,,,,,,,,
AGAP3,42.91666667,54,1.258252427,0.331421382,0.099767777,,,,,,,,,
CAPN15,30.2,38,1.258278146,0.33145087,0.099776654,,,,,,,,,
PPP1R11,61.19444444,77,1.258284158,0.331457764,0.099778729,,,,,,,,,
CAPN10,18.27777778,23,1.258358663,0.331543185,0.099804443,,,,,,,,,
ATG4B,51.63888889,65,1.258741259,0.331981761,0.099936468,,,,,,,,,
ARFGAP2,59.58333333,75,1.258741259,0.331981761,0.099936468,,,,,,,,,
WDR75,59.55555556,75,1.259328358,0.332654503,0.100138983,,,,,,,,,
ATR,19.375,24.4,1.259354839,0.332684838,0.100148115,,,,,,,,,
SERINC1,250.0555556,315,1.259720062,0.333103172,0.100274046,,,,,,,,,
ERAL1,116.6388889,147,1.260300071,0.333767275,0.100473961,,,,,,,,,
CYFIP1,40.19117647,50.66666667,1.260641542,0.334158111,0.100591614,,,,,,,,,
FNBP1L,93.97142857,118.5,1.261021587,0.334592974,0.100722521,,,,,,,,,
CYLD,13.47222222,17,1.26185567,0.335546907,0.101009684,,,,,,,,,
SYDE2,8.32,10.5,1.262019231,0.335733895,0.101065973,,,,,,,,,
NMRK1,6.336111111,8,1.262604121,0.336402366,0.101267202,,,,,,,,,
ERVW-1,0.554285714,0.7,1.262886596,0.336725095,0.101364354,,,,,,,,,
ANKK1,0.475,0.6,1.263157892,0.337034985,0.10145764,,,,,,,,,
GALK2,7.916666667,10,1.263157895,0.337034988,0.101457641,,,,,,,,,
KAT8,41.16666667,52,1.263157895,0.337034988,0.101457641,,,,,,,,,
PIGT,25.31428571,32,1.264108352,0.338120129,0.101784301,,,,,,,,,
KIF14,57.20588235,72.33333333,1.264438732,0.338497134,0.101897791,,,,,,,,,
MAZ,84.61111111,107,1.264609324,0.338691762,0.101956379,,,,,,,,,
TFEB,11.86111111,15,1.264637002,0.338723338,0.101965885,,,,,,,,,
COL11A1,11.6625,14.75,1.264737406,0.338837874,0.102000364,,,,,,,,,
ALG2,41.88888889,53,1.265251989,0.339424744,0.102177029,,,,,,,,,
CDK11B,56.11111111,71,1.265346535,0.339532544,0.10220948,,,,,,,,,
IREB2,47.41666667,60,1.265377856,0.339568255,0.10222023,,,,,,,,,
RGL2,45.83333333,58,1.265454545,0.339655689,0.10224655,,,,,,,,,
NDUFB11,219.5833333,278,1.266034156,0.340316328,0.102445422,,,,,,,,,
SOCS1,2.369444444,3,1.266119577,0.340413666,0.102474724,,,,,,,,,
SHPRH,10.26470588,13,1.266475645,0.340819334,0.102596842,,,,,,,,,
ZNF555,3.158333333,4,1.266490765,0.340836558,0.102602027,,,,,,,,,
UNKL,15,19,1.266666667,0.341036919,0.102662342,,,,,,,,,
PDCD7,38.66666667,49,1.267241379,0.341691351,0.102859346,,,,,,,,,
PLEKHG4,30.37142857,38.5,1.267638758,0.342143677,0.102995509,,,,,,,,,
TMPRSS7,0.631034483,0.8,1.267759561,0.342281156,0.103036894,,,,,,,,,
KMT2D,50.56666667,64.14285714,1.268481025,0.343101939,0.103283975,,,,,,,,,
DCLRE1A,35.47222222,45,1.268598277,0.343235289,0.103324117,,,,,,,,,
EIF2S1,96.13888889,122,1.2689974,0.343689114,0.103460732,,,,,,,,,
PRKAA2,13.78857143,17.5,1.269167012,0.34388193,0.103518775,,,,,,,,,
BSN,13.39117647,17,1.269492642,0.344252034,0.103630188,,,,,,,,,
MAPK13,48.83333333,62,1.269624573,0.344401958,0.10367532,,,,,,,,,
AGAP1,38.2,48.5,1.269633508,0.34441211,0.103678376,,,,,,,,,
SCN8A,14.16944444,18,1.270339149,0.345213713,0.103919682,,,,,,,,,
WDR35,33.05555556,42,1.270588235,0.345496567,0.10400483,,,,,,,,,
ATM,17.87878788,22.75,1.272457627,0.347617616,0.104643329,,,,,,,,,
F8,2.239393939,2.85,1.272665764,0.34785358,0.104714361,,,,,,,,,
PCDHGA11,0.628571429,0.8,1.272727271,0.347923302,0.10473535,,,,,,,,,
ERH,498.4722222,635,1.273892449,0.349243482,0.105132763,,,,,,,,,
PTPN11,169.9428571,216.5,1.273957633,0.349317301,0.105154985,,,,,,,,,
SIN3A,40.80555556,52,1.274336283,0.34974604,0.105284049,,,,,,,,,
TTK,67.20588235,85.66666667,1.274690007,0.350146441,0.105404581,,,,,,,,,
SUCO,56.45714286,72,1.275303644,0.350840788,0.105613601,,,,,,,,,
AHRR,17.24857143,22,1.275467948,0.351026646,0.105669549,,,,,,,,,
CLPTM1,71.34285714,91,1.275530637,0.351097552,0.105690894,,,,,,,,,
BIRC5,212.3888889,271,1.275961287,0.351584559,0.105837498,,,,,,,,,
C5orf38,14.10434783,18,1.276202219,0.351856949,0.105919496,,,,,,,,,
NPIPA1,1.566666667,2,1.276595744,0.352301744,0.106053392,,,,,,,,,
ZNF688,9.388888889,12,1.278106509,0.354008067,0.106567046,,,,,,,,,
ZNF217,27.62941176,35.33333333,1.278830459,0.354825013,0.106812972,,,,,,,,,
EPB41L1,17.97222222,23,1.279752705,0.355865057,0.107126056,,,,,,,,,
ARID1B,12.5,16,1.28,0.356143811,0.10720997,,,,,,,,,
ACTN2,2.343478261,3,1.280148422,0.356311089,0.107260325,,,,,,,,,
ESPL1,53.11764706,68,1.280177187,0.356343506,0.107270084,,,,,,,,,
MECR,19.52777778,25,1.280227596,0.356400313,0.107287184,,,,,,,,,
TOP1,216.3611111,277,1.280267043,0.356444766,0.107300566,,,,,,,,,
NAT14,83.55555556,107,1.280585106,0.356803137,0.107408447,,,,,,,,,
IL20RB,3.122222222,4,1.28113879,0.357426777,0.107596181,,,,,,,,,
JMJD7-PLA2G4B,4.677777778,6,1.282660332,0.359139175,0.108111664,,,,,,,,,
MALSU1,24.94444444,32,1.282850779,0.359353368,0.108176142,,,,,,,,,
L3HYPDH,14.02777778,18,1.283168317,0.359710426,0.108283628,,,,,,,,,
NACC1,77.13888889,99,1.283399352,0.359970161,0.108361816,,,,,,,,,
SSUH2,0.54516129,0.7,1.284023666,0.360671795,0.108573028,,,,,,,,,
NIPA1,31.91428571,41,1.284691137,0.361421552,0.108798728,,,,,,,,,
WAC,61.47222222,79,1.285133303,0.361918015,0.108948178,,,,,,,,,
CCDC62,0.777777778,1,1.285714284,0.362570079,0.109144469,,,,,,,,,
CNOT1,144.6666667,186,1.285714286,0.36257008,0.109144469,,,,,,,,,
SLC8A1,5.184848485,6.666666667,1.285797779,0.362663765,0.109172671,,,,,,,,,
PHF23,53.63888889,69,1.286380114,0.36331701,0.109369318,,,,,,,,,
PKN2,61.14705882,78.66666667,1.286515953,0.363469348,0.109415176,,,,,,,,,
HAUS6,38.08333333,49,1.286652079,0.363621991,0.109461126,,,,,,,,,
DNER,79.21142857,102,1.287692974,0.364788652,0.109812326,,,,,,,,,
L1CAM,53.55428571,69,1.288412292,0.365594331,0.110054859,,,,,,,,,
DNAH12,0.155172414,0.2,1.288888881,0.366127891,0.110215477,,,,,,,,,
HOMEZ,10.08333333,13,1.289256198,0.366538983,0.110339228,,,,,,,,,
GFM1,39.55555556,51,1.289325843,0.366616914,0.110362688,,,,,,,,,
GGA1,27.13888889,35,1.289662231,0.366993267,0.110475981,,,,,,,,,
PCDHGA1,2.1125,2.725,1.289940828,0.367304889,0.110569789,,,,,,,,,
DNAH14,5.425806452,7,1.290130796,0.367517338,0.110633742,,,,,,,,,
NDUFA6,185.0833333,239,1.291310221,0.368835632,0.111030588,,,,,,,,,
NBPF1,12.38888889,16,1.291479821,0.369025103,0.111087625,,,,,,,,,
SLC2A13,6,7.75,1.291666666,0.369233811,0.111150452,,,,,,,,,
C19orf47,23.22222222,30,1.291866029,0.369456466,0.111217478,,,,,,,,,
KLHL20,26.30555556,34,1.29250264,0.370167228,0.111431439,,,,,,,,,
XCL1,8.503030303,11,1.29365645,0.37145454,0.111818958,,,,,,,,,
SARDH,13.140625,17,1.293697978,0.371500852,0.1118329,,,,,,,,,
PSKH1,30.91666667,40,1.293800539,0.37161522,0.111867328,,,,,,,,,
USP47,42.47777778,55,1.294794664,0.372723326,0.112200901,,,,,,,,,
PRKCI,68.71428571,89,1.295218295,0.37319527,0.11234297,,,,,,,,,
FREM3,0.115789474,0.15,1.295454534,0.373458384,0.112422175,,,,,,,,,
DHTKD1,39.36111111,51,1.295695131,0.373726302,0.112502827,,,,,,,,,
ALCAM,113.45,147,1.295724989,0.373759547,0.112512835,,,,,,,,,
LRRC8E,0.462962963,0.6,1.295999997,0.374065716,0.112605001,,,,,,,,,
RGMA,2.3125,3,1.297297297,0.375509136,0.113039513,,,,,,,,,
SIPA1L3,33.91428571,44,1.297388374,0.375610417,0.113070002,,,,,,,,,
MAD2L1,103.25,134,1.297820823,0.37609122,0.113214738,,,,,,,,,
PLS3,112.4861111,146,1.297938017,0.37622149,0.113253953,,,,,,,,,
HIBCH,14.11764706,18.33333333,1.298611111,0.376969459,0.113479114,,,,,,,,,
PCF11,36.17142857,47,1.299368088,0.37781018,0.113732197,,,,,,,,,
GRIK5,28.85142857,37.5,1.299762329,0.378247841,0.113863946,,,,,,,,,
AXIN1,25.38888889,33,1.299781182,0.378268767,0.113870245,,,,,,,,,
GLE1,76.88888889,100,1.300578035,0.379152965,0.114136415,,,,,,,,,
RING1,126.8611111,165,1.30063499,0.379216142,0.114155433,,,,,,,,,
ENOSF1,22.27777778,29,1.301745636,0.380447571,0.11452613,,,,,,,,,
PHACTR1,8.45,11,1.301775148,0.380480278,0.114535976,,,,,,,,,
PATL1,84.5,110,1.301775148,0.380480278,0.114535976,,,,,,,,,
TRIM11,17.66666667,23,1.301886792,0.380604003,0.114573221,,,,,,,,,
KCNJ13,0.192,0.25,1.302083327,0.380821778,0.114638778,,,,,,,,,
SPTBN1,75.25714286,98,1.302201974,0.380953232,0.114678349,,,,,,,,,
TTC26,19.57142857,25.5,1.302919708,0.381748182,0.114917653,,,,,,,,,
PTCD2,6.138888889,8,1.303167421,0.382022443,0.115000214,,,,,,,,,
ORM2,0.383333333,0.5,1.304347823,0.383328637,0.115393418,,,,,,,,,
PFKL,57.5,75,1.304347826,0.383328641,0.115393419,,,,,,,,,
RBBP6,44.02857143,57.5,1.305970149,0.385121922,0.11593325,,,,,,,,,
ZNF585B,6.125,8,1.306122449,0.385290157,0.115983894,,,,,,,,,
TP53RK,29.08333333,38,1.306590258,0.385806789,0.116139416,,,,,,,,,
ZSWIM4,8.416666667,11,1.306930693,0.386182638,0.116252557,,,,,,,,,
ADAT2,9.944444444,13,1.30726257,0.386548943,0.116362826,,,,,,,,,
ESF1,61.19444444,80,1.307308216,0.386599318,0.116377991,,,,,,,,,
NFXL1,26,34,1.307692308,0.387023124,0.116505569,,,,,,,,,
RBFOX2,81.80555556,107,1.307979626,0.38734007,0.116600979,,,,,,,,,
SNAP91,17.95757576,23.5,1.308639892,0.388068156,0.116820155,,,,,,,,,
ZBTB21,26.74285714,35,1.308760684,0.388201315,0.11686024,,,,,,,,,
HOXD11,15.28055556,20,1.308852936,0.388303005,0.116890851,,,,,,,,,
CXorf58,0.34375,0.45,1.309090905,0.388565285,0.116969806,,,,,,,,,
C2orf81,3.819444444,5,1.309090909,0.388565289,0.116969807,,,,,,,,,
AKAP11,39.72222222,52,1.309090909,0.388565289,0.116969807,,,,,,,,,
HSPA6,1.14516129,1.5,1.309859154,0.389411691,0.117224599,,,,,,,,,
TEP1,10.67647059,14,1.311294766,0.390992026,0.117700328,,,,,,,,,
ITCH,53,69.5,1.311320755,0.391020619,0.117708935,,,,,,,,,
KANK2,32.02777778,42,1.311361665,0.391065628,0.117722484,,,,,,,,,
OGFR,29.72222222,39,1.312149533,0.39193214,0.11798333,,,,,,,,,
CLUH,75.44444444,99,1.312223859,0.392013858,0.11800793,,,,,,,,,
UTP20,36.32258065,47.66666667,1.312314979,0.392114035,0.118038086,,,,,,,,,
TIE1,0.152380952,0.2,1.312499991,0.392317414,0.118099309,,,,,,,,,
GPR78,0.228571429,0.3,1.312499994,0.392317418,0.11809931,,,,,,,,,
ANKMY1,5.333333333,7,1.3125,0.392317424,0.118099312,,,,,,,,,
MRPL20,105.8333333,139,1.313385827,0.393290793,0.118392325,,,,,,,,,
NOM1,31.19444444,41,1.314336598,0.394334795,0.118706601,,,,,,,,,
PLA2G6,12.16666667,16,1.315068493,0.395137943,0.118948373,,,,,,,,,
BUB1B,127.6944444,168,1.315640635,0.395765474,0.119137279,,,,,,,,,
TMTC1,12.92121212,17,1.315666041,0.395793334,0.119145665,,,,,,,,,
RBM43,3.796969697,5,1.316839585,0.397079611,0.119532873,,,,,,,,,
POGLUT1,19.74285714,26,1.316931983,0.397180836,0.119563345,,,,,,,,,
SAMM50,30.36111111,40,1.31747484,0.397775412,0.11974233,,,,,,,,,
POM121,27.31428571,36,1.317991632,0.398341211,0.119912653,,,,,,,,,
PRDM4,43.22222222,57,1.318766067,0.399188672,0.120167764,,,,,,,,,
NCKIPSD,35.63888889,47,1.3187841,0.399208399,0.120173702,,,,,,,,,
ELP2,43.97222222,58,1.319014529,0.399460457,0.120249579,,,,,,,,,
CBFA2T3,9.847058824,13,1.320191159,0.400746843,0.12063682,,,,,,,,,
URB1,35.08823529,46.33333333,1.320480581,0.401063087,0.120732019,,,,,,,,,
HLCS,25.74285714,34,1.320754717,0.401362563,0.12082217,,,,,,,,,
TM7SF3,122.5833333,162,1.321549966,0.402230973,0.121083588,,,,,,,,,
RAD54L2,18.91666667,25,1.321585903,0.402270204,0.121095398,,,,,,,,,
LIG4,35.91428571,47.5,1.322593476,0.403369692,0.121426376,,,,,,,,,
STK11,27.2,36,1.323529412,0.404390256,0.121733597,,,,,,,,,
WWP1,24.17647059,32,1.323600973,0.404468259,0.121757078,,,,,,,,,
PDE3B,9.817647059,13,1.324146195,0.405062416,0.121935937,,,,,,,,,
PCDH8,6.536666667,8.666666667,1.325854156,0.406922089,0.122495754,,,,,,,,,
ZNF317,40.71428571,54,1.326315789,0.407424316,0.12264694,,,,,,,,,
DGKQ,14.30571429,19,1.328140603,0.409407886,0.123244054,,,,,,,,,
PNLDC1,0.451515152,0.6,1.328859057,0.410188098,0.123478921,,,,,,,,,
SAMD4B,87.25,116,1.329512894,0.41089777,0.123692554,,,,,,,,,
GATA6,2.875,3.825,1.330434782,0.411897792,0.12399359,,,,,,,,,
SLC37A2,0.751428571,1,1.330798477,0.412292122,0.124112295,,,,,,,,,
AP1M2,76.64444444,102,1.330820528,0.412316026,0.124119491,,,,,,,,,
DDX11,54.05714286,72,1.33192389,0.413511646,0.124479409,,,,,,,,,
CLN6,27.77777778,37,1.332,0.413594083,0.124504225,,,,,,,,,
IRX3,12.76111111,17,1.332172399,0.413780797,0.124560431,,,,,,,,,
KCNJ6,4.503571429,6,1.332275971,0.413892958,0.124594195,,,,,,,,,
VPS13A,29.62857143,39.5,1.333172613,0.414863587,0.124886384,,,,,,,,,
DPRX,0.15,0.2,1.333333324,0.415037491,0.124938734,,,,,,,,,
RAPH1,3.371428571,4.5,1.334745762,0.41656497,0.125398551,,,,,,,,,
MEPCE,86.88888889,116,1.335038363,0.4168812,0.125493746,,,,,,,,,
PRRT4,2.247058824,3,1.335078533,0.416924609,0.125506813,,,,,,,,,
RETSAT,28.45714286,38,1.335341365,0.417208599,0.125592303,,,,,,,,,
SLC6A9,7.486111111,10,1.33580705,0.417711634,0.125743731,,,,,,,,,
EPC1,11.22222222,15,1.336633663,0.418604115,0.126012395,,,,,,,,,
DISP1,9.970588235,13.33333333,1.33726647,0.419286973,0.126217955,,,,,,,,,
ORMDL3,73.27777778,98,1.337376801,0.419405997,0.126253785,,,,,,,,,
ANKRD18A,10.46666667,14,1.337579618,0.41962477,0.126319642,,,,,,,,,
POLG,46.34285714,62,1.337854501,0.419921224,0.126408884,,,,,,,,,
